deu-enh,eng,warning,Qid_detail
steck roube,turnip,,Q3916957
steck rüben,turnip,,Q3916957
steck rueben,turnip,,Q3916957
steck ruobenn,turnip,,Q3916957
stein obisze,stone fruit,,Q14712
stein wuertz,unsolved,,Q0
steinwuertz,unsolved,,Q0
steinwurcz,common polypody,,Q743883
steinwurtz,unsolved,,Q0
steinwurz,unsolved,,Q0
stekchruben,turnip,,Q3916957
stekchrueben,turnip,,Q3916957
stele,plant stem,,Q134267
stengel,plant stem,,Q134267
stichelinges magin,stickleback stomach,,Q107246751
stigelitzes versen,goldfinch heel,,Q107246623
stil,plant stem,,Q134267
still,plant stem,,Q134267
stingel,plant stem,,Q134267
stingell,plant stem,,Q134267
stoc visch,stockfish,,Q213725
stoc vische,stockfish,,Q213725
stock visch,stockfish,,Q213725
stock vischen,stockfish,,Q213725
stockfisch,stockfish,,Q213725
stockfische,stockfish,,Q213725
stockfischen,stockfish,,Q213725
stockvisch,stockfish,,Q213725
stockvischen,stockfish,,Q213725
stoigkfisch,stockfish,,Q213725
stokch visch,stockfish,,Q213725
stokch vischen,stockfish,,Q213725
stokchvisch,stockfish,,Q213725
stokmilich,milk,,Q8495
stokvisch,stockfish,,Q213725
stokvischen,stockfish,,Q213725
straeublein taig,funnel cake dough,,Q107261752
straewben taig,funnel cake dough,,Q107261752
straewben taygel,funnel cake dough,,Q107261752
straewbenn teick,funnel cake dough,,Q107261752
straubem taig,funnel cake dough,,Q107261752
strauben taig,funnel cake dough,,Q107261752
strauben teig,funnel cake dough,,Q107261752
straubenn tayg,funnel cake dough,,Q107261752
straueben taig,funnel cake dough,,Q107261752
straueblein taig,funnel cake dough,,Q107261752
strawben tagk,funnel cake dough,,Q107261752
strawben taig,funnel cake dough,,Q107261752
strawben tayg,funnel cake dough,,Q107261752
strawben taygl,funnel cake dough,,Q107261752
streible taig,funnel cake dough,,Q107261752
streiblin taig,funnel cake dough,,Q107261752
struben,funnel cake,,Q539429
struben taig,funnel cake dough,,Q107261752
struben teig,funnel cake dough,,Q107261752
struben teiglin,funnel cake dough,,Q107261752
strubenn deig,funnel cake dough,,Q107261752
strubenn teig,funnel cake dough,,Q107261752
strubeten,funnel cake,,Q539429
strublin teig,funnel cake dough,,Q107261752
strueben deig,funnel cake dough,,Q107261752
strueben teig,funnel cake dough,,Q107261752
strueben teiglin,funnel cake dough,,Q107261752
stub,spice,,Q42527
stuben,unsolved,,Q0
stueeren,sturgeon,,Q181871
stuep,spice,,Q42527
stuepp,spice,,Q42527
stuepps,spice,,Q42527
stueren,sturgeon,,Q181871
stukchell vnd glidder von ainer czelegten hennenn,chicken part,,Q107262381
stup,spice,,Q42527
stupp,spice,,Q42527
stupt,spice,,Q42527
stüpp,spice,,Q42527
stuppts,spice,,Q42527
stupp puluer,spice,,Q42527
stupp puluer,spice,,Q42527
stupp von guetem gewurcz,spice,,Q42527
stupp von gutem gewuercz,spice,,Q42527
stupp von gutem gewurcz,spice,,Q42527
stuppen,fish scale,warningPOS,Q5454665
stupps,spice,,Q42527
sturen,sturgeon,,Q181871
sueer wurtz,common sorrel,,Q26297
sueerteigs,sourdough,,Q904889
sueppen,stock,warningKONTEXT,Q3075310
süer epphel,apple,,Q89
süer wurtz,common sorrel,,Q26297
süeren eppheln,apple,,Q89
sufer öpffel,apple,,Q89
sues oepfell,apple,,Q89
sufer würtz,unsolved,,Q0
suffritten,unsolved,,Q0
sultz brue,aspic broth,,Q107246430
sultzbrue,aspic broth,,Q107246430
sumac,sumac,,Q16131953
sumach,sumac,,Q16131953
sumachia,sumac,,Q16131953
sumack,sumac,,Q16131953
sumag,sumac,,Q16131953
sumakch,sumac,,Q16131953
supp,fish scale,warningPOS,Q5454665
suppe,stock,warningKONTEXT,Q3075310
suppe,stock,warningKONTEXT,Q3075310
suppein,stock,warningKONTEXT,Q3075310
suppem,fish scale,warningKONTEXT,Q5454665
suppen,stock,warningKONTEXT,Q3075310
suppen von dem Capponer,capon broth,,Q0
suppen von den feigen,fig broth,,Q107246603
suppen von den feygen,fig broth,,Q107246603
suppun,fish scale,warningKONTEXT,Q5454665
sur öpffel,apple,,Q89
sur öppffel,apple,,Q89
sure oeppfel,apple,,Q89
surem hefell,sourdough,,Q904889
suren kirsen,sour cherry,,Q68438267
suß öpffel,apple,,Q89
swaencze,crayfish tail,,Q107246480
swaeys,blood,warningANIMAL,Q494268
swaicz von hecht,northern pike blood,,Q107246653
swaiczs,blood,warningANIMAL,Q494268
swais,blood,warningANIMAL,Q494268
swais von einem chalb,calf blood,,Q107246442
swais von anderen hunernn,chicken blood,,Q107246464
swais von andern huner,chicken blood,,Q107246464
swais von dem chalb,calf blood,,Q107246442
swais von dem chkalb,calf blood,,Q107246442
swais von dem hecht,northern pike blood,,Q107246653
swais von dem kalb,calf blood,,Q107246442
swais von hechten,northern pike blood,,Q107246653
swais von huner,chicken blood,,Q107246464
swais von iungen huner,chicken blood,,Q107246464
sways von iungen hunnern,chicken blood,,Q107246464
swais von iungen hunnern,chicken blood,,Q107246464
swaiss,blood,warningANIMAL,Q494268
swaiß,blood,warningANIMAL,Q494268
swaiss von ainem kalb,calf blood,,Q107246442
swaiß von dem chalb,calf blood,,Q107246442
swaiss von den lemberen,lamb blood,,Q107246635
swaisz,blood,warningANIMAL,Q494268
swaiz,blood,warningANIMAL,Q494268
swaiz von huenern,chicken blood,,Q107246464
swaizz,blood,warningANIMAL,Q494268
swaizz von hechten,northern pike blood,,Q107246653
swam,mushroom,,Q654236
swamen,mushroom,,Q654236
swammen,mushroom,,Q654236
swancz,tail,warningANIMAL,Q60960
swancze,rabbit tail,warningANIMAL,Q0
swanczel,tail feather,warningANIMAL,Q475059
swancze von den hasen,rabbit tail,,Q0
swantz,fish tail,,Q107246611
swart,pork rind,,Q3695900
swarten,pork rind,,Q3695900
sways,blood,warningANIMAL,Q494268
sways von dem chalb,calf blood,,Q107246442
sways von hechten,northern pike blood,,Q107246653
sways von iungen hunern,chicken blood,,Q107246464
sways von hwner,chicken blood,,Q107246464
swayss,blood,warningANIMAL,Q494268
sways von dem chalb,calf blood,,Q107246442
swayß vonn dem kalp,calf blood,,Q107246442
swayss von ainem kalb,calf blood,,Q107246442
swayß,blood,warningANIMAL,Q494268
swayzs,blood,warningANIMAL,Q494268
swayzz,blood,warningANIMAL,Q494268
swein,pork,,Q191768
swein czung,pork tongue,,Q104412608
swein darm,pig intestine,,Q96756805
swein ein magen,pig's stomach,,Q107246705
schweineins praet,pork sausage meat,,Q107246711
schweines praet,pork sausage meat,,Q107246711
swein leber,pork liver,,Q18384179
swein milcz,pork spleen,,Q107246714
swein wampp,pork belly,,Q1365868
sweine,pork,,Q191768
sweineas,pork,,Q191768
sweinein,pork,,Q191768
sweinein flaisch,pork,,Q191768
sweinein fleisch,pork,,Q191768
sweinein fleyzzch,pork,,Q191768
sweinein fuess,pig's trotters,,Q17118905
sweinein fuezz,pig's trotters,,Q17118905
sweinein magen,pig's stomach,,Q107246705
sweinein pruee,pork stock,,Q107246715
sweinein smalcz,lard,,Q72827
sweinneins,pork,,Q191768
sweineins,pork,,Q191768
sweinem smalcz,lard,,Q72827
sweinens smaltz,lard,,Q72827
sweineins smalcz,lard,,Q72827
sweineins smalzcz,lard,,Q72827
sweinen,pork,,Q191768
sweinen daerme,pig intestine,,Q96756805
sweinen darme,pig intestine,,Q96756805
sweinen darmm,pig intestine,,Q96756805
sweinen flaisch,pork,,Q191768
sweinen flaisch prue,pork stock,,Q107246715
sweinen fleysch,pork,,Q191768
sweinen fues,pig's trotters,,Q17118905
sweinen fuesß,pig's trotters,,Q17118905
sweinen kloe,pig's trotters,,Q17118905
sweinen magen,pig's stomach,,Q107246705
sweinen prue,pork stock,,Q107246715
sweinen ruck,pork loin,,Q7230136
sweinen ruckh,pork loin,,Q7230136
sweinein smalz,lard,,Q72827
sweinen smalcz,lard,,Q72827
sweinen speck,bacon,,Q11106
sweinen vleisch,pork,,Q191768
sweinenflaisch,pork,,Q191768
sweinenn,pork,,Q191768
sweinens smalcz,lard,,Q72827
sweines,pork,,Q191768
sweines fleisch,pork,,Q191768
sweines fleysch,pork,,Q191768
sweines smalcz,lard,,Q72827
sweineis prat,pork,,Q191768
sweinin,pork,,Q191768
sweinin flaisch,pork,,Q191768
sweinin flaisprue,pork stock,,Q107246715
sweinin schultterprue,pork shoulder stock,,Q107246713
sweinin smalcz,lard,,Q72827
sweininn flaisch,pork,,Q191768
sweinkopf,pig head,,Q2255787
sweinschoph,pig head,,Q2255787
sweinnes smalcz,lard,,Q72827
sweinis flaisch,pork,,Q191768
sweinkoepf,pig head,,Q2255787
sweins,pork,,Q191768
sweins kopff,pig head,,Q2255787
sweinskopff,pig head,,Q2255787
sweins leber,pork liver,,Q18384179
sweinsckopf,pig head,,Q2255787
sweinßkoffpf,pig head,,Q2255787
sweinßkoppff,pig head,,Q2255787
sweinwampp,pork belly,,Q1365868
sweinyn flaisch,pork,,Q191768
sweinyn prue,pork stock,,Q107246715
sweinyn smalcz,lard,,Q72827
sweinynn flaisch,pork,,Q191768
sweis,blood,warningANIMAL,Q494268
sweis vom rehe,roe-deer blood,,Q107246727
sweiß von einem kalb,calf blood,,Q107246442
sweisz,blood,warningANIMAL,Q494268
swemme,mushroom,,Q654236
swencz,crayfish tail,,Q107246480
swenin smalcz,lard,,Q72827
swentz,crayfish tail,warningANIMAL,Q107246480
swenyn flaisch,pork,,Q191768
swer öppfel,apple,,Q89
swertel,bearded iris,,Q161734
swertel wurtz,bearded iris,,Q161734
sweynin smalcz,lard,,Q72827
sweyninn,pork,,Q191768
sweyz,blood,warningANIMAL,Q494268
swinem fleische,pork,,Q191768
swinez darme,pig intestine,,Q96756805
swinin clawen,pig's trotters,,Q17118905
swins darme,pig intestine,,Q96756805
swins oren,pig's ear,,Q2255814
swinsdarm,pig intestine,,Q96756805
swinszkoph,pig head,,Q2255787
swinszkopphen,pig head,,Q2255787
swynen fleische,pork,,Q191768
syrop,syrup,,Q6584340
syropp,syrup,,Q6584340
syroppel,syrup,,Q6584340
syrup,syrup,,Q6584340
syrupi,syrup,,Q6584340
syrupp,syrup,,Q6584340
sysaminn oel,sesame oil,,Q212317
tabarczet,unrefined cane sugar,,Q57656231
tadelkeren,date,,Q1652093
tadelkerenn,date,,Q1652093
taueben,pigeon,,Q83363036
tag,dough,warningKONTEXT,Q178024
tagk,dough,warningKONTEXT,Q178024
taig,dough,warningKONTEXT,Q178024
taigk,dough,warningKONTEXT,Q178024
taick,dough,warningKONTEXT,Q178024
taig der duenne sey,batter,,Q29493
taig der gar dunn sey,batter,,Q29493
taig plaeettel,dough sheet,,Q107261744
taigel,dough,warningKONTEXT,Q178024
taigel als czw strawben,funnel cake dough,,Q107261752
taigle,dough,warningKONTEXT,Q178024
taiglein,dough,warningKONTEXT,Q178024
taiglin,batter,warningKONTEXT,Q29493
taigs,dough,warningKONTEXT,Q178024
taig von ayeren,egg dough,,Q107262035
tandel,unsolved,,Q0
tatel cherne,date,,Q1652093
tatel chernn,date,,Q1652093
tatell,date,,Q1652093
tatell cheren,date,,Q1652093
tatelln,date,,Q1652093
tatelcherenn,date,,Q1652093
tateln kern,date,,Q1652093
tathechern,date,,Q1652093
tattel,date,,Q1652093
tattel keren,date,,Q1652093
tattel kernn,date,,Q1652093
tattel koren,date,,Q1652093
tattelkernn,date,,Q1652093
tattl,date,,Q1652093
taueben,pigeon,,Q83363036
tauben,pigeon,,Q83363036
taubenn,pigeon,,Q83363036
taw,dew,,Q41097
tawben,pigeon,,Q83363036
tawe,dew,,Q41097
tayg,dough,warningKONTEXT,Q178024
taygel,dough,warningKONTEXT,Q178024
taygk,dough,warningKONTEXT,Q178024
taygl,dough,warningKONTEXT,Q178024
taygs,dough,warningKONTEXT,Q178024
tayg von ayrenn,egg dough,,Q107262035
teglin,batter,,Q29493
teglyn,batter,,Q29493
teic,dough,warningKONTEXT,Q178024
teick,dough,warningKONTEXT,Q178024
teig,dough,warningKONTEXT,Q178024
teige,dough,warningKONTEXT,Q178024
teigk,dough,warningKONTEXT,Q178024
teiglin,batter,warningKONTEXT,Q29493
tekch,dough,warningKONTEXT,Q178024
temperamentz,spice,,Q42527
tewmentenn,crisped mint,,Q61923338
teyc,dough,warningKONTEXT,Q178024
teyck,dough,warningKONTEXT,Q178024
teyg,dough,warningKONTEXT,Q178024
teyge,dough,warningKONTEXT,Q178024
teyges,dough,warningKONTEXT,Q178024
teygk,dough,warningKONTEXT,Q178024
teyk,dough,warningKONTEXT,Q178024
thenchen,tench,,Q83363035
thimend plüe,cassia buds,,Q162882
thimus,common thyme,,Q3215980
thüm,common thyme,,Q3215980
tieren,animals,,Q729
tierlis hut,skin,,Q1074
tinchen,tench,,Q83363035
tinkel,spelt,,Q158767
titam,white dittany,,Q157755
titom,white dittany,,Q157755
toetter,yolk,,Q16336079
toetteren,yolk,,Q16336079
toetterlein,yolk,,Q16336079
toettern,yolk,,Q16336079
topfen,quark,warningKONTEXT,Q259642
toter,yolk,,Q16336079
toteren,yolk,,Q16336079
totern,yolk,,Q16336079
toterr,yolk,,Q16336079
totter,yolk,,Q16336079
tötter,yolk,,Q16336079
totteren,yolk,,Q16336079
totterern,yolk,,Q16336079
tötterlein,yolk,,Q16336079
tottern,yolk,,Q16336079
töttern,yolk,,Q16336079
totternn,yolk,,Q16336079
totterr,yolk,,Q16336079
traga,trysenet,,Q107262077
traget,unsolved,,Q0
tranke,drink,,Q40050
trappem hallse,bustard neck,,Q107246439
trappem hals,bustard neck,,Q107246439
trappen hals,bustard neck,,Q107246439
trappen haels,bustard neck,,Q107246439
traube,grape,,Q10978
trauben,grape,,Q10978
traubn,grape,,Q10978
trawben,grape,,Q10978
trayee,unsolved,,Q0
trendlet erbis,split pea,,Q2265406
triesenet,trysenet,,Q107262077
trischen,burbot,,Q144700
trisenet,trysenet,,Q107262077
trübel,grape,,Q10978
truben,grape,,Q10978
trüben,grape,,Q10978
trysenet,trysenet,,Q107262077
tuben,pigeon,,Q83363036
tubenn,pigeon,,Q83363036
tuetter,yolk,,Q16336079
tuetternn,yolk,,Q16336079
turtell tauben,european turtle dove,,Q168514
tuter,yolk,,Q16336079
tüter,yolk,,Q16336079
tuterlein,yolk,,Q16336079
tutern,yolk,,Q16336079
tütern,yolk,,Q16336079
tutter,yolk,,Q16336079
tutteren,yolk,,Q16336079
tütter,yolk,,Q16336079
tuetter aws ayren,yolk,,Q16336079
tutter von ainem ay,yolk,,Q16336079
tutterlein,yolk,,Q16336079
tuttern,yolk,,Q16336079
tutternn,yolk,,Q16336079
tutter von hertten ayrenn,yolk,,Q16336079
tutter von ayrenn,yolk,,Q16336079
tutter von czway ayren,yolk,,Q16336079
tzimant rint,cinnamon,,Q28165
tzmetain,cinnamon,,Q28165
tzucker,unrefined cane sugar,,Q57656231
tzukcher,unrefined cane sugar,,Q57656231
tzukchers,unrefined cane sugar,,Q57656231
tzuker,unrefined cane sugar,,Q57656231
tzwiuol,onion,,Q3406628
tzymeryntenn,cinnamon,,Q28165
tzymyn,cinnamon,,Q28165
vbergultew,gold,,Q897
uetterlin,udder,,Q624043
uetter von ainer kuo,udder,,Q624043
ueter von ainer kuo,udder,,Q624043
vader taill des haups,fish head,,Q5454629
vaecklein,suckling pig,,Q23015
vaeygenn,fig,,Q2746643
vaerel,suckling pig,,Q23015
vaiscz,lard,,Q72827
vayscz fleisch,fatty meat,,Q107262066
vaissten,lard,,Q72827
vaist,lard,,Q72827
vaist fleisch,fatty meat,,Q107262066
vaist vleisch,fatty meat,,Q107262066
vaisten,lard,,Q72827
vaistem fleisch,fatty meat,,Q107262066
vaisten fleisch,fatty meat,,Q107262066
vaisten vleisch,fatty meat,,Q107262066
vaistes,lard,,Q72827
vaistes fleich,fatty meat,,Q107262066
vaist hast von vischen,fish fat,,Q0
vaistne,lard,,Q72827
vaists,lard,,Q72827
vaists fleisch,fatty meat,,Q107262066
vaists von dem fleisch,lard,,Q72827
vaists von dem vleisch,lard,,Q72827
vaists von einem fleisch,lard,,Q72827
vaiste von cartraun,mutton fat,,Q67756297
vaistz von einem vleisch,lard,,Q72827
vaizt,lard,,Q72827
vaizt flaissch,fatty meat,,Q107262066
vaizt von aines castrons czagel,sheep tail fat,,Q1087432
vaizten flaisch,fatty meat,,Q107262066
vaizts aws der ganns,goose fat,,Q68187377
vaiztz,lardon,,Q3217888
vaizzt,lard,,Q72827
vaizzt flaisch,fatty meat,,Q107262066
vaizzt flaissch,fatty meat,,Q107262066
vaizztem,lard,,Q72827
vaizztem flaisch,fatty meat,,Q107262066
vaizztest prue von derselben entten,wild duck broth,,Q107246818
vaizzts,lard,,Q72827
vaizztz,lard,,Q72827
varb,food coloring,,Q753009
varb pluemen,cornflower,,Q156921
varb plumben,cornflower,,Q156921
varbe,food coloring,,Q753009
värbkraut,unsolved,,Q0
varb von den lemberen,calf blood,,Q107246442
varib von den lemperen,calf blood,,Q107246442
varib,food coloring,,Q753009
varib von dem rech,roe-deer blood,,Q107246727
varib von hechten,northern pike blood,,Q107246653
varichen,trout,,Q2258881
vasande,pheasant meat,,Q104093372
vasoln,unsolved,,Q0
vasshann,pheasant meat,,Q104093372
vayste von aines oxn nieren,suet,,Q420683
vaysten,lard,,Q72827
vaysten hauesen,huso fat,,Q0
vber golt,gold,,Q897
vber silbert,silver,,Q1090
vearlein,suckling pig,,Q23015
vedernn,fish fin,warningKONTEXT,Q4162555
veerhab,sourdough,,Q904889
vegel,poultry,warningANIMAL,Q178559
vegeln,poultry,warningANIMAL,Q178559
veglen,poultry,warningANIMAL,Q178559
veglspieren,pear,,Q13099586
veglspiren,pear,,Q13099586
veial,violet,,Q146095
veial pluemen,violet,,Q146095
veige,fig,,Q2746643
veigen,fig,,Q2746643
veigen keren,fig,,Q2746643
veigenn,fig,,Q2746643
veigennn,fig,,Q2746643
veign,fig,,Q2746643
veigpon,Lupinus,,Q156811
veigponn,Lupinus,,Q156811
veinchel,fennel,,Q27658833
veiol,violet,,Q146095
veist,lard,,Q72827
veistenn,lard,,Q72827
veld kuemich,caraway,,Q22978145
veldkümel,caraway,,Q22978145
vell,fur,,Q197204
veltchuemel,caraway,,Q22978145
veltchumel,caraway,,Q22978145
veltkuelle,caraway,,Q22978145
veltkümel,caraway,,Q22978145
veltkümel,caraway,,Q22978145
veltt chumel,caraway,,Q22978145
velttchumel,caraway,,Q22978145
venchel,fennel,,Q27658833
venchelprey,buckwheat,,Q4536337
venchelsam,fennel,,Q27658833
venchelsamen,fennel,,Q27658833
venchelwurcz,unsolved,,Q0
venchprey,buckwheat,,Q4536337
venich,fennel,,Q27658833
venichel,fennel,warningBUCHWEIZEN,Q27658833
venichel sam,fennel,,Q27658833
venichprei,buckwheat,,Q4536337
venichprey,buckwheat,,Q4536337
venslett von ainem vaizten rind,beef tallow,,Q60823694
venslicz,beef tallow,,Q60823694
venychels,buckwheat,,Q4536337
venychprei,buckwheat,,Q4536337
venychprey,buckwheat,,Q4536337
verardopfel,apple,,Q89
verb,food coloring,,Q753009
verbe,food coloring,,Q753009
verbs,food coloring,,Q753009
vergilbe,saffron,,Q25434
vergilbet,saffron,,Q25434
vergilbt,saffron,,Q25434
verglbe,saffron,,Q25434
vergolden,gold,,Q897
vergoldet,gold,,Q897
vergolt,gold,,Q897
vergolten,gold,,Q897
verguelte,gold,,Q897
verguelten,gold,,Q897
vergulden,gold,,Q897
vergulten,gold,,Q897
verib,food coloring,,Q753009
verib,food coloring,,Q753009
verichen,trout,,Q2258881
verkelin,suckling pig,,Q23015
verlein,suckling pig,,Q23015
versallczen haring,salted herring,,Q153314
vett,fat,,Q912613
veyal,violet,,Q146095
veyal pluemben,violet,,Q146095
veyerl,violet,,Q146095
veyge,fig,,Q2746643
veygel,fig,,Q2746643
veygen,fig,,Q2746643
veygenn,fig,,Q2746643
veygen prue,fig broth,,Q107246603
veyöl,violet,,Q146095
veyoll,violet,,Q146095
veyoll pluemen,violet,,Q146095
vige,fig,,Q2746643
vigen,fig,,Q2746643
vihen,fig,,Q2746643
vini,wine,,Q282
vino,wine,,Q282
vinum,wine,,Q282
viol,violet,,Q146095
viol bluomen,violet,,Q146095
viol bluost,violet,,Q146095
viol pluomen,violet,,Q146095
violat,violet,,Q146095
violen,violet,,Q146095
violen oley,violet oil,,Q72516437
violn,violet,,Q146095
violpluomen,violet,,Q146095
visch,fish,,Q600396
visch brueg,fish stock,,Q5454675
visch bruege,fish stock,,Q5454675
visch lebra,fish liver,,Q96756315
visch lebren,fish liver,,Q96756315
visch prue,fish stock,,Q5454675
visch pruee,fish stock,,Q5454675
vischrogen,roe,,Q219426
visch rogen,roe,,Q219426
visch roggen,roe,,Q219426
visch schueepen,fish scale,,Q5454665
visch schueppen,fish scale,,Q5454665
visch schuppen,fish scale,,Q5454665
visch suppem,fish stock,,Q5454675
vischair,roe,,Q219426
vische,fish,,Q600396
vischel ,fish,,Q600396
vischen,fish,,Q600396
vischenn,fish,,Q600396
vischfulle,fish stuffing,,Q107246610
vischlebernn,fish liver,,Q96756315
vischlein,fish,,Q600396
vischlin,fish,,Q600396
vissch,fish,,Q600396
vischpruee,fish stock,,Q5454675
visschen,fish,,Q600396
vitriolum,vitriol,,Q427282
vleisch,meat,warningANIMAL,Q10990
vleisch das dy pain beleibem,meat bone,,Q107261753
vleisch prue,meat stock,,Q67860017
vleisch von der prust,chicken breast,,Q2607161
vleische,meat,warningANIMAL,Q10990
vmdumb,starch,,Q41534
vmbedum,starch,,Q41534
vvmedum,starch,,Q41534
vmedumb,starch,,Q41534
vmerdum,starch,,Q41534
vmerduz,starch,,Q41534
vmuedum,starch,,Q41534
vnsslitt,beef tallow,,Q60823694
voder an den weinreben,grapevine shoot tip,,Q107263045
voegel,poultry,warningANIMAL,Q178559
voegele,poultry,warningANIMAL,Q178559
voegeln,poultry,warningANIMAL,Q178559
voerchen,trout,,Q2258881
vogel,poultry,warningANIMAL,Q178559
vogelein,poultry,warningANIMAL,Q178559
vogelen,poultry,warningANIMAL,Q178559
vogell,poultry,warningANIMAL,Q178559
vogelle,poultry,warningANIMAL,Q178559
vogellein,poultry,warningANIMAL,Q178559
vogellen,poultry,warningANIMAL,Q178559
vogellleber,poultry liver,,Q107246717
vogeln,poultry,warningANIMAL,Q178559
vogeln flaisch,poultry,warningANIMAL,Q178559
vogelnn,poultry,warningANIMAL,Q178559
vogels,poultry,warningANIMAL,Q178559
vogelspeiss,unsolved,,Q0
vogelspeyss,unsolved,,Q0
vogelspiere,pear,,Q13099586
vogl,poultry,warningANIMAL,Q178559
voglein,poultry,warningANIMAL,Q178559
voglen,poultry,warningANIMAL,Q178559
vogllenn,poultry,warningANIMAL,Q178559
von demselben taig ain plat,dough sheet,,Q107261744
von huenern ein swais,chicken blood,,Q107246464
von schulttern ain gutew vaizte prue,shoulder meat stock,,Q107246745
von taig ain plat,dough sheet,,Q107261744
von taig ein plat,dough sheet,,Q107261744
vorchen,trout,,Q2258881
vorhen,trout,,Q2258881
vorhenn,trout,,Q2258881
vorhin,trout,,Q2258881
vrhab,sourdough,,Q904889
vrhab taig,sourdough,,Q904889
vrhab von rowen teig,sourdough,,Q904889
vuapassa,raisin,,Q13186
vuel,stuffing,warningPOS,Q745361
vuell,stuffing,warningPOS,Q745361
vuercz,spice,,Q42527
vuerczen,spice,,Q42527
vvll,stuffing,warningPOS,Q745361
vygen,fig,,Q2746643
vyol,violet,,Q146095
wachallter per,juniper berry,,Q3251025
wachalter,juniper berry,,Q3251025
wachalter per,juniper berry,,Q3251025
wachalternn,juniper berry,,Q3251025
wachandel,juniper berry,,Q3251025
wachel,quail,,Q83363038
wachholter,juniper berry,,Q3251025
wachhulder bere,juniper berry,,Q3251025
wacholder,juniper berry,,Q3251025
wacholteren,juniper berry,,Q3251025
wachtel,quail,,Q83363038
wachtell,quail,,Q83363038
wachtelen,quail,,Q83363038
wachtelen bruewe,quail broth,,Q107246719
wachtelln,quail,,Q83363038
wachteln,quail,,Q83363038
wachteln brue,quail broth,,Q107246719
wachtelnn,quail,,Q83363038
wachtenlen,quail,,Q83363038
wachtla,quail,,Q83363038
wachtlen,quail,,Q83363038
waelisch nuss,walnut,,Q208021
waelisch wein,southern wine,,Q107262744
waelisch weinper,raisin,,Q13186
waelisch weyn,southern wine,,Q107262744
waelische nuez,walnut,,Q208021
waelischem chuemel,cumin,,Q57328174
waelischem wein,southern wine,,Q107262744
waelischen chuemel,cumin,,Q57328174
waelischen weinpern,raisin,,Q13186
waelischen weinperrn,raisin,,Q13186
waelissch cyrmallnuesz,pistachio nut,,Q14959225
waelisschem kuemel,cumin,,Q57328174
waellsch wein,southern wine,,Q107262744
waellschwein,southern wine,,Q107262744
waelsch nussz,walnut,,Q208021
waelsch krut,savoy cabbage,,Q154013
waelsch weinber,raisin,,Q13186
waelschem chuemel,cumin,,Q57328174
waeltschen kuamich,cumin,,Q57328174
waemlein,pork belly,warningANIMAL,Q1365868
waempell,pork belly,warningANIMAL,Q1365868
waessern,water,,Q283
waessernn,water,,Q283
wahlische weinper,raisin,,Q13186
wahsteln,quail,,Q83363038
waicenn prots,white bread,,Q1501889
waichen kes,soft cheese,,Q16637316
waich kaesz,soft cheese,,Q16637316
waichen keas,soft cheese,,Q16637316
waichen kes,soft cheese,,Q16637316
waichsel,sour cherry,,Q68438267
waicz,wheat,,Q15645384
waicz kornl,wheat,,Q15645384
waicz mel,wheat flour,,Q2249305
waiczein sannge,wheat,,Q15645384
waiczein sanngen,wheat,,Q15645384
waiczeins meels,wheat flour,,Q2249305
waiczen,wheat,,Q15645384
waiczin vrhab,sourdough,,Q904889
waiczinn cleiben,wheat bran,,Q10714691
waiczinn meel,wheat flour,,Q2249305
waiczinn mel,wheat flour,,Q2249305
waiczinn mell,wheat flour,,Q2249305
waiczinn semelmeel,wheat flour,,Q2249305
wainczin vrhabten,sourdough,,Q904889
wainczinn mels,wheat flour,,Q2249305
waitz,wheat,,Q15645384
waitzenß,unsolved,,Q0
waiz,wheat,,Q15645384
wald foegellin,forest bird,,Q107262069
wald vogel,forest bird,,Q107262069
walhischen weinperen,raisin,,Q13186
walisch chuemel,cumin,,Q57328174
walisch nuss,walnut,,Q208021
wälisch nuss,walnut,,Q208021
walisch wein,southern wine,,Q107262744
walisch weinper,raisin,,Q13186
wälisch weinper,raisin,,Q13186
wälische nüz,walnut,,Q208021
walischem chuemel,cumin,,Q57328174
walischem chumel,cumin,,Q57328174
walischen chuemels,cumin,,Q57328174
walischen chum,cumin,,Q57328174
walischen kuemel,cumin,,Q57328174
walischen trukchenn chuemel,cumin,,Q57328174
walischew weinpern,raisin,,Q13186
wälsch krut,savoy cabbage,,Q154013
walsch wein,southern wine,,Q107262744
walsch wein poerl,raisin,,Q13186
walsche weinperel,raisin,,Q13186
walt fogel,forest bird,,Q107262069
walt vogel,forest bird,,Q107262069
walt vogelein,forest bird,,Q107262069
waltvogelen,forest bird,,Q107262069
wampem,pork belly,warningANIMAL,Q1365868
wampen,pork belly,warningANIMAL,Q1365868
wampp,pork belly,warningANIMAL,Q1365868
wamppen,pork belly,warningANIMAL,Q1365868
wamppenflekh,unsolved,,Q0
wandel,almond,,Q184357
wandl,almond,,Q184357
wanzenkraut,coriander,,Q65523167
waser,water,,Q283
waserr,water,,Q283
wasers,water,,Q283
wasser,water,,Q283
waßer,water,,Q283
wasser birn,pear,,Q13099586
wasser das gesalczen sey,saline water,,Q496805
wasser do man petrosillwurczen inn gesotten hat,parsley root broth,,Q107246695
wasseren,water,,Q283
wasserer,water,,Q283
wassern,water,,Q283
wassernn,water,,Q283
wasserr,water,,Q283
wassers,water,,Q283
wasßer,water,,Q283
wasssers,water,,Q283
wasßr,water,,Q283
wasz hertz ist,hard bits in pear,,Q107263046
